State,County,inc2013,inc2014,inc2015,stateRank,pctChg2014,pctChg2015,stateRankChg
MO,Ozark,25986.00,26983.00,27385.00,106,3.8,1.5,63
MO,Pemiscot,34428.00,31810.00,31302.00,87,-7.6,-1.6,83
MO,Perry,34442.00,34761.00,35465.00,46,0.9,2,57
MO,Pettis,33688.00,35016.00,35292.00,47,3.9,0.8,67
MO,Phelps,31173.00,32046.00,33403.00,62,2.8,4.2,15
MO,Pike,31768.00,32105.00,31168.00,88,1.1,-2.9,89
MO,Platte,47915.00,49681.00,51855.00,2,3.7,4.4,13
MO,Polk,28483.00,30097.00,30365.00,94,5.7,0.9,66
MO,Pulaski,39549.00,37890.00,39057.00,18,-4.2,3.1,36
MO,Putnam,32855.00,38208.00,34654.00,53,16.3,-9.3,104
MO,Ralls,38972.00,37615.00,35733.00,43,-3.5,-5,96
MO,Randolph,34214.00,35132.00,36247.00,39,2.7,3.2,33
MO,Ray,34563.00,36013.00,36947.00,27,4.2,2.6,48
MO,Reynolds,27062.00,27663.00,28566.00,102,2.2,3.3,31
MO,Ripley,28162.00,27936.00,28696.00,100,-0.8,2.7,45
MO,St. Charles,44326.00,45434.00,47082.00,3,2.5,3.6,23
MO,St. Clair,29840.00,31869.00,31512.00,83,6.8,-1.1,79
MO,Ste. Genevieve,34126.00,35877.00,36385.00,38,5.1,1.4,64
MO,St. Francois,28579.00,29474.00,30471.00,93,3.1,3.4,27
MO,St. Louis,57540.00,60216.00,62194.00,1,4.7,3.3,29
MO,Saline,38968.00,39024.00,36705.00,30,0.1,-5.9,100
MO,Schuyler,28490.00,28205.00,26321.00,111,-1,-6.7,101
MO,Scotland,37148.00,39307.00,32468.00,76,5.8,-17.4,112
MO,Scott,35648.00,36664.00,36669.00,32,2.9,0,69
MO,Shannon,23155.00,23335.00,24297.00,113,0.8,4.1,17
MO,Shelby,38343.00,44134.00,37937.00,24,15.1,-14,108
MO,Stoddard,36970.00,34322.00,34654.00,53,-7.2,1,65
MO,Stone,30782.00,32762.00,33669.00,60,6.4,2.8,44
MO,Sullivan,36184.00,42748.00,36670.00,31,18.1,-14.2,109
MO,Taney,30804.00,31638.00,32363.00,78,2.7,2.3,54
MO,Texas,25114.00,25747.00,25463.00,112,2.5,-1.1,78
MO,Vernon,32582.00,34383.00,33129.00,67,5.5,-3.6,91
MO,Warren,33913.00,34895.00,35729.00,44,2.9,2.4,52
MO,Washington,25898.00,26233.00,27603.00,104,1.3,5.2,3
MO,Wayne,26098.00,26134.00,27410.00,105,0.1,4.9,6
MO,Webster,28777.00,30411.00,31503.00,84,5.7,3.6,24
MO,Worth,38257.00,44868.00,37185.00,26,17.3,-17.1,111
MO,Wright,25441.00,26846.00,26671.00,108,5.5,-0.7,74
MO,St. Louis City,39731.00,39837.00,41632.00,10,0.3,4.5,10
MT,,39505.00,40599.00,41809.00,,2.8,3,
MT,Beaverhead,37315.00,39463.00,42330.00,25,5.8,7.3,9
MT,Big Horn,27475.00,28075.00,29276.00,55,2.2,4.3,23
MT,Blaine,30560.00,27055.00,27000.00,56,-11.5,-0.2,46
MT,Broadwater,35287.00,35236.00,36233.00,43,-0.1,2.8,36
MT,Carbon,39523.00,41182.00,43012.00,22,4.2,4.4,19
MT,Carter,44779.00,51426.00,53182.00,6,14.8,3.4,32
MT,Cascade,39140.00,40678.00,42053.00,27,3.9,3.4,34
MT,Chouteau,36910.00,30848.00,32859.00,49,-16.4,6.5,13
MT,Custer,39633.00,40934.00,40927.00,30,3.3,0,45
MT,Daniels,41832.00,37495.00,43357.00,21,-10.4,15.6,1
MT,Dawson,40447.00,42870.00,41234.00,29,6,-3.8,51
MT,Deer Lodge,33447.00,34305.00,35857.00,46,2.6,4.5,18
MT,Fallon,52201.00,51437.00,46333.00,11,-1.5,-9.9,56
MT,Fergus,38263.00,37361.00,38287.00,38,-2.4,2.5,39
MT,Flathead,37734.00,38544.00,40407.00,32,2.1,4.8,15
MT,Gallatin,42407.00,44553.00,46337.00,10,5.1,4,25
MT,Garfield,43712.00,41182.00,42703.00,23,-5.8,3.7,29
MT,Glacier,31726.00,30985.00,32148.00,54,-2.3,3.8,27
MT,Golden Valley,46869.00,48079.00,53667.00,5,2.6,11.6,2
MT,Granite,35946.00,34237.00,36181.00,44,-4.8,5.7,14
MT,Hill,40326.00,38439.00,39061.00,36,-4.7,1.6,43
MT,Jefferson,40938.00,41966.00,43394.00,20,2.5,3.4,33
MT,Judith Basin,45405.00,48290.00,52234.00,7,6.4,8.2,5
MT,Lake,29816.00,31619.00,32464.00,51,6,2.7,37
MT,Lewis and Clark,41121.00,42768.00,44153.00,17,4,3.2,35
MT,Liberty,44232.00,34292.00,33569.00,48,-22.5,-2.1,49
MT,Lincoln,29498.00,31145.00,32259.00,52,5.6,3.6,30
MT,McCone,49661.00,51117.00,54654.00,4,2.9,6.9,11
MT,Madison,40268.00,42016.00,46825.00,9,4.3,11.4,3
MT,Meagher,39612.00,42900.00,46327.00,12,8.3,8,7
MT,Mineral,31334.00,31424.00,32668.00,50,0.3,4,26
MT,Missoula,37486.00,39211.00,40803.00,31,4.6,4.1,24
MT,Musselshell,35704.00,38234.00,39906.00,33,7.1,4.4,21
MT,Park,40713.00,42176.00,44106.00,18,3.6,4.6,17
MT,Petroleum,48559.00,54706.00,57122.00,2,12.7,4.4,20
MT,Phillips,38429.00,35491.00,36095.00,45,-7.6,1.7,42
MT,Pondera,39659.00,39180.00,39187.00,34,-1.2,0,44
MT,Powder River,36597.00,36623.00,39139.00,35,0.1,6.9,12
MT,Powell,31474.00,34214.00,36607.00,42,8.7,7,10
MT,Prairie,35509.00,39008.00,41881.00,28,9.9,7.4,8
MT,Ravalli,35254.00,36063.00,37413.00,39,2.3,3.7,28
MT,Richland,63380.00,65826.00,59756.00,1,3.9,-9.2,55
MT,Roosevelt,37248.00,37514.00,35358.00,47,0.7,-5.7,54
MT,Rosebud,34615.00,35537.00,37193.00,40,2.7,4.7,16
MT,Sanders,28943.00,29864.00,32258.00,53,3.2,8,6
MT,Sheridan,62916.00,53600.00,51250.00,8,-14.8,-4.4,52
MT,Silver Bow,47872.00,45564.00,44355.00,16,-4.8,-2.7,50
MT,Stillwater,40935.00,43038.00,44068.00,19,5.1,2.4,40
MT,Sweet Grass,40401.00,42777.00,44619.00,15,5.9,4.3,22
MT,Teton,44201.00,44644.00,46200.00,14,1,3.5,31
MT,Toole,44896.00,38820.00,36859.00,41,-13.5,-5.1,53
MT,Treasure,56444.00,58214.00,57013.00,3,3.1,-2.1,48
MT,Valley,43256.00,41828.00,42622.00,24,-3.3,1.9,41
MT,Wheatland,32953.00,35562.00,38570.00,37,7.9,8.5,4
MT,Wibaux,42104.00,42840.00,42081.00,26,1.7,-1.8,47
MT,Yellowstone,43086.00,45015.00,46213.00,13,4.5,2.7,38
NE,,45858.00,48321.00,48544.00,,5.4,0.5,
NE,Adams,40936.00,42581.00,44381.00,68,4,4.2,11
NE,Antelope,52088.00,51553.00,49974.00,30,-1,-3.1,54
NE,Arthur,33259.00,59729.00,49018.00,39,79.6,-17.9,90
NE,Banner,55072.00,79235.00,68652.00,5,43.9,-13.4,86
NE,Blaine,45522.00,69956.00,64585.00,9,53.7,-7.7,70
NE,Boone,63530.00,63398.00,58283.00,15,-0.2,-8.1,71
NE,Box Butte,41889.00,44801.00,41045.00,83,7,-8.4,72
NE,Boyd,40536.00,48653.00,50673.00,27,20,4.2,13
NE,Brown,47706.00,57890.00,55904.00,19,21.3,-3.4,59
NE,Buffalo,42382.00,45241.00,46051.00,56,6.7,1.8,24
NE,Burt,53717.00,45372.00,49086.00,38,-15.5,8.2,3
NE,Butler,46152.00,43832.00,46298.00,53,-5,5.6,4
NE,Cass,45046.00,44221.00,45775.00,58,-1.8,3.5,14
NE,Cedar,55409.00,50165.00,50053.00,29,-9.5,-0.2,34
NE,Chase,54598.00,58618.00,46817.00,47,7.4,-20.1,91
NE,Cherry,45080.00,59312.00,52841.00,20,31.6,-10.9,81
NE,Cheyenne,54521.00,55954.00,52537.00,21,2.6,-6.1,64
NE,Clay,43140.00,48140.00,44694.00,67,11.6,-7.2,68
NE,Colfax,43154.00,42210.00,41562.00,81,-2.2,-1.5,47
NE,Cuming,68816.00,75295.00,74971.00,3,9.4,-0.4,36
NE,Custer,47903.00,53102.00,52048.00,24,10.9,-2,50
NE,Dakota,34473.00,34379.00,35931.00,92,-0.3,4.5,9
NE,Dawes,30790.00,35704.00,33366.00,93,16,-6.5,66
NE,Dawson,36333.00,38391.00,38590.00,88,5.7,0.5,31
NE,Deuel,38512.00,47093.00,41360.00,82,22.3,-12.2,83
NE,Dixon,49042.00,44747.00,46080.00,55,-8.8,3,18
NE,Dodge,40251.00,40010.00,41875.00,80,-0.6,4.7,8
NE,Douglas,51748.00,56765.00,56212.00,18,9.7,-1,44
NE,Dundy,61189.00,70831.00,63828.00,11,15.8,-9.9,78
NE,Fillmore,62973.00,56727.00,56450.00,17,-9.9,-0.5,38
NE,Franklin,42896.00,43788.00,45289.00,62,2.1,3.4,15
NE,Frontier,48332.00,52145.00,52431.00,22,7.9,0.5,30
NE,Furnas,46191.00,50576.00,49294.00,36,9.5,-2.5,52
NE,Gage,46581.00,45722.00,45448.00,61,-1.8,-0.6,40
NE,Garden,42227.00,54689.00,46254.00,54,29.5,-15.4,89
NE,Garfield,40571.00,47276.00,45711.00,59,16.5,-3.3,56
NE,Gosper,50516.00,52220.00,48840.00,41,3.4,-6.5,65
NE,Grant,40829.00,58684.00,51003.00,26,43.7,-13.1,85
NE,Greeley,46810.00,44467.00,43946.00,70,-5,-1.2,46
NE,Hall,36519.00,37533.00,38072.00,89,2.8,1.4,27
NE,Hamilton,50418.00,48631.00,49351.00,34,-3.5,1.5,26
NE,Harlan,41862.00,45837.00,47994.00,43,9.5,4.7,7
NE,Hayes,56391.00,78752.00,68543.00,6,39.7,-13,84
NE,Hitchcock,40435.00,41172.00,39677.00,87,1.8,-3.6,60
NE,Holt,51817.00,53368.00,52141.00,23,3,-2.3,51
NE,Hooker,38494.00,54620.00,49324.00,35,41.9,-9.7,77
NE,Howard,43017.00,43154.00,42984.00,74,0.3,-0.4,35
NE,Jefferson,47713.00,48751.00,46303.00,52,2.2,-5,62
NE,Johnson,39494.00,37585.00,36361.00,91,-4.8,-3.3,55
NE,Kearney,63596.00,83904.00,108975.00,2,31.9,29.9,1
NE,Keith,43045.00,44919.00,43093.00,72,4.4,-4.1,61
NE,Keya Paha,60158.00,76435.00,69831.00,4,27.1,-8.6,74
NE,Kimball,46557.00,49557.00,42922.00,76,6.4,-13.4,87
NE,Knox,45790.00,47707.00,46483.00,49,4.2,-2.6,53
NE,Lancaster,41646.00,42942.00,44057.00,69,3.1,2.6,19
NE,Lincoln,41688.00,46647.00,47816.00,44,11.9,2.5,20
NE,Logan,45543.00,49879.00,48979.00,40,9.5,-1.8,49
NE,Loup,52651.00,72649.00,61809.00,13,38,-14.9,88
NE,McPherson,43212.00,80244.00,59379.00,14,85.7,-26,93
NE,Madison,42673.00,43615.00,44915.00,65,2.2,3,17
NE,Merrick,46286.00,46537.00,49110.00,37,0.5,5.5,5
NE,Morrill,49072.00,55486.00,49947.00,31,13.1,-10,79
NE,Nance,48359.00,46048.00,42957.00,75,-4.8,-6.7,67
NE,Nemaha,47625.00,43271.00,42872.00,77,-9.1,-0.9,43
NE,Nuckolls,45761.00,44193.00,40370.00,85,-3.4,-8.7,75
NE,Otoe,44258.00,42729.00,42541.00,78,-3.5,-0.4,37
NE,Pawnee,51033.00,51239.00,46405.00,50,0.4,-9.4,76
NE,Perkins,60753.00,65773.00,50369.00,28,8.3,-23.4,92
NE,Phelps,53570.00,58098.00,57981.00,16,8.5,-0.2,33
NE,Pierce,51735.00,54172.00,64100.00,10,4.7,18.3,2
NE,Platte,43413.00,44461.00,45193.00,64,2.4,1.6,25
NE,Polk,51021.00,47894.00,49909.00,32,-6.1,4.2,12
NE,Red Willow,41258.00,47196.00,46670.00,48,14.4,-1.1,45
NE,Richardson,45478.00,44406.00,42054.00,79,-2.4,-5.3,63
NE,Rock,56475.00,73301.00,66970.00,7,29.8,-8.6,73
NE,Saline,40540.00,38253.00,38058.00,90,-5.6,-0.5,39
NE,Sarpy,42274.00,43416.00,44819.00,66,2.7,3.2,16
NE,Saunders,44177.00,45197.00,46035.00,57,2.3,1.9,23
NE,Scotts Bluff,37943.00,40747.00,40984.00,84,7.4,0.6,28
NE,Seward,44292.00,45380.00,45504.00,60,2.5,0.3,32
NE,Sheridan,45077.00,52720.00,46339.00,51,17,-12.1,82
NE,Sherman,41979.00,40622.00,40273.00,86,-3.2,-0.9,42
NE,Sioux,52608.00,69696.00,62599.00,12,32.5,-10.2,80
NE,Stanton,46230.00,43072.00,45243.00,63,-6.8,5,6
NE,Thayer,56629.00,53574.00,51782.00,25,-5.4,-3.3,58
NE,Thomas,46163.00,69961.00,64887.00,8,51.6,-7.3,69
NE,Thurston,54008.00,48603.00,46990.00,46,-10,-3.3,57
NE,Valley,40109.00,43981.00,43661.00,71,9.7,-0.7,41
NE,Washington,48046.00,47808.00,49835.00,33,-0.5,4.2,10
NE,Wayne,45047.00,42812.00,43048.00,73,-5,0.6,29
NE,Webster,43601.00,45891.00,47027.00,45,5.3,2.5,21
NE,Wheeler,92318.00,127137.00,125171.00,1,37.7,-1.5,48
NE,York,49717.00,47422.00,48511.00,42,-4.6,2.3,22
NV,,38885.00,40490.00,41889.00,,4.1,3.5,
NV,Churchill,34029.00,35691.00,36876.00,12,4.9,3.3,11
NV,Clark,37966.00,39613.00,40652.00,10,4.3,2.6,12
NV,Douglas,55527.00,57130.00,59953.00,1,2.9,4.9,7
NV,Elko,42618.00,42795.00,43791.00,6,0.4,2.3,14
NV,Esmeralda,43764.00,47920.00,45315.00,4,9.5,-5.4,17
NV,Eureka,35921.00,37952.00,37396.00,11,5.7,-1.5,16
NV,Humboldt,42755.00,43184.00,44198.00,5,1,2.3,13
NV,Lander,49040.00,50782.00,52986.00,2,3.6,4.3,8
NV,Lincoln,25408.00,27163.00,28563.00,17,6.9,5.2,5
NV,Lyon,30098.00,31254.00,32822.00,15,3.8,5,6
NV,Mineral,32386.00,33950.00,35345.00,13,4.8,4.1,9
NV,Nye,32090.00,33693.00,34871.00,14,5,3.5,10
NV,Pershing,26478.00,30513.00,30938.00,16,15.2,1.4,15
NV,Storey,36534.00,38583.00,41027.00,9,5.6,6.3,2
NV,Washoe,43046.00,44778.00,47584.00,3,4,6.3,3
NV,White Pine,38668.00,39601.00,41645.00,8,2.4,5.2,4
NV,Carson City,38967.00,39875.00,43443.00,7,2.3,8.9,1
NH,,51609.00,53629.00,55905.00,,3.9,4.2,
NH,Belknap,50218.00,52552.00,55160.00,4,4.6,5,4
NH,Carroll,49017.00,51270.00,53682.00,5,4.6,4.7,7
NH,Cheshire,44073.00,46090.00,48942.00,7,4.6,6.2,1
NH,Coos,37677.00,39145.00,41203.00,10,3.9,5.3,2
NH,Grafton,49929.00,53580.00,56182.00,3,7.3,4.9,5
NH,Hillsborough,53124.00,54578.00,57180.00,2,2.7,4.8,6
NH,Merrimack,52641.00,52969.00,53213.00,6,0.6,0.5,10
NH,Rockingham,58856.00,61898.00,64417.00,1,5.2,4.1,9
NH,Strafford,41777.00,43630.00,45868.00,9,4.4,5.1,3
NH,Sullivan,44106.00,46736.00,48868.00,8,6,4.6,8
NJ,,55464.00,57728.00,59949.00,,4.1,3.8,
NJ,Atlantic,40769.00,41931.00,43695.00,20,2.9,4.2,9
NJ,Bergen,71388.00,73424.00,75849.00,4,2.9,3.3,17
NJ,Burlington,51117.00,53014.00,55227.00,10,3.7,4.2,10
NJ,Camden,44735.00,46259.00,48084.00,16,3.4,3.9,14
NJ,Cape May,49235.00,50875.00,53309.00,13,3.3,4.8,2
NJ,Cumberland,33789.00,34786.00,36253.00,21,3,4.2,8
NJ,Essex,55386.00,57674.00,60030.00,8,4.1,4.1,12
NJ,Gloucester,45435.00,46852.00,48799.00,15,3.1,4.2,11
NJ,Hudson,47911.00,51267.00,53945.00,11,7,5.2,1
NJ,Hunterdon,75365.00,78487.00,80759.00,3,4.1,2.9,20
NJ,Mercer,57703.00,61238.00,63247.00,6,6.1,3.3,18
NJ,Middlesex,50631.00,51974.00,53467.00,12,2.7,2.9,21
NJ,Monmouth,63625.00,66749.00,69410.00,5,4.9,4,13
NJ,Morris,80783.00,83876.00,86582.00,1,3.8,3.2,19
NJ,Ocean,42946.00,44453.00,46109.00,18,3.5,3.7,15
NJ,Passaic,43030.00,45043.00,47189.00,17,4.7,4.8,3
NJ,Salem,41530.00,42402.00,44304.00,19,2.1,4.5,4
NJ,Somerset,78695.00,82913.00,86468.00,2,5.4,4.3,6
NJ,Sussex,51084.00,53207.00,55497.00,9,4.2,4.3,5
NJ,Union,55402.00,57950.00,60089.00,7,4.6,3.7,16
NJ,Warren,47380.00,48826.00,50902.00,14,3.1,4.3,7
NM,,34724.00,36656.00,37938.00,,5.6,3.5,
NM,Bernalillo,35945.00,38100.00,39804.00,8,6,4.5,10
NM,Catron,29568.00,31335.00,32542.00,24,6,3.9,15
NM,Chaves,33707.00,36909.00,36466.00,13,9.5,-1.2,27
NM,Cibola,24140.00,25066.00,26459.00,32,3.8,5.6,6
NM,Colfax,34098.00,36275.00,37323.00,12,6.4,2.9,21
NM,Curry,40449.00,42662.00,41684.00,7,5.5,-2.3,28
NM,De Baca,37455.00,43646.00,42078.00,6,16.5,-3.6,29
NM,Do_a Ana,29305.00,30453.00,32233.00,27,3.9,5.8,5
NM,Eddy,47669.00,51720.00,53609.00,2,8.5,3.7,16
NM,Grant,33536.00,34988.00,35824.00,15,4.3,2.4,23
NM,Guadalupe,26868.00,29594.00,30873.00,28,10.1,4.3,12
NM,Harding,36743.00,51411.00,43749.00,5,39.9,-14.9,33
NM,Hidalgo,34661.00,35339.00,35759.00,17,2,1.2,24
NM,Lea,37175.00,37752.00,34998.00,19,1.6,-7.3,32
NM,Lincoln,34989.00,37982.00,39585.00,9,8.6,4.2,13
NM,Los Alamos,61102.00,63298.00,65317.00,1,3.6,3.2,18
NM,Luna,27409.00,28401.00,29854.00,30,3.6,5.1,7
NM,McKinley,23757.00,24495.00,24640.00,33,3.1,0.6,26
NM,Mora,38824.00,43705.00,48834.00,4,12.6,11.7,1
NM,Otero,31980.00,33014.00,34058.00,21,3.2,3.2,20
NM,Quay,31822.00,34786.00,35162.00,18,9.3,1.1,25
NM,Rio Arriba,29209.00,30351.00,32254.00,26,3.9,6.3,4
NM,Roosevelt,34091.00,37991.00,36417.00,14,11.4,-4.1,30
NM,Sandoval,35388.00,36447.00,37885.00,10,3,3.9,14
NM,San Juan,33384.00,35454.00,37777.00,11,6.2,6.6,2
NM,San Miguel,28614.00,30487.00,32461.00,25,6.5,6.5,3
NM,Santa Fe,46368.00,49037.00,50684.00,3,5.8,3.4,17
NM,Sierra,31256.00,34272.00,35786.00,16,9.6,4.4,11
NM,Socorro,29765.00,31784.00,32680.00,23,6.8,2.8,22
NM,Taos,30916.00,32856.00,34535.00,20,6.3,5.1,8
NM,Torrance,26109.00,27870.00,28753.00,31,6.7,3.2,19
NM,Union,32192.00,35246.00,32937.00,22,9.5,-6.6,31
NM,Valencia,27856.00,29409.00,30733.00,29,5.6,4.5,9
NY,,54447.00,56683.00,58670.00,,4.1,3.5,
NY,Albany,51119.00,54355.00,56692.00,7,6.3,4.3,19
NY,Allegany,31257.00,32850.00,34004.00,60,5.1,3.5,41
NY,Bronx,30359.00,31244.00,32442.00,62,2.9,3.8,29
NY,Broome,37626.00,38035.00,39634.00,38,1.1,4.2,21
NY,Cattaraugus,34605.00,35637.00,37080.00,50,3,4,25
NY,Cayuga,36471.00,37655.00,38257.00,44,3.2,1.6,59
NY,Chautauqua,33713.00,34945.00,36454.00,53,3.7,4.3,18
NY,Chemung,37533.00,38863.00,40149.00,34,3.5,3.3,45
NY,Chenango,35574.00,36667.00,37980.00,45,3.1,3.6,37
NY,Clinton,37162.00,38206.00,40253.00,32,2.8,5.4,5
NY,Columbia,46388.00,48506.00,50741.00,10,4.6,4.6,13
NY,Cortland,34597.00,35375.00,37265.00,48,2.2,5.3,6
NY,Delaware,34022.00,35446.00,36177.00,55,4.2,2.1,58
NY,Dutchess,45950.00,47198.00,48921.00,12,2.7,3.7,36
NY,Erie,43666.00,44922.00,46786.00,18,2.9,4.1,24
NY,Essex,38869.00,39980.00,40810.00,30,2.9,2.1,57
NY,Franklin,34567.00,35093.00,36113.00,56,1.5,2.9,49
NY,Fulton,35974.00,37068.00,38760.00,42,3,4.6,14
NY,Genesee,37839.00,39091.00,40532.00,31,3.3,3.7,34
NY,Greene,38889.00,40763.00,42203.00,25,4.8,3.5,38
NY,Hamilton,45800.00,50172.00,51895.00,9,9.5,3.4,42
NY,Herkimer,35686.00,36037.00,37163.00,49,1,3.1,46
NY,Jefferson,41994.00,42533.00,43170.00,22,1.3,1.5,60
NY,Kings,39222.00,41025.00,42743.00,23,4.6,4.2,22
NY,Lewis,39631.00,40544.00,39857.00,36,2.3,-1.7,62
NY,Livingston,35596.00,36489.00,37955.00,46,2.5,4,26
NY,Madison,36809.00,38271.00,39352.00,39,4,2.8,51
NY,Monroe,44949.00,45838.00,47986.00,14,2,4.7,9
NY,Montgomery,36541.00,36862.00,38872.00,41,0.9,5.5,4
NY,Nassau,72536.00,75609.00,77762.00,3,4.2,2.8,50
NY,New York,144154.00,153214.00,156708.00,1,6.3,2.3,55
NY,Niagara,38490.00,39570.00,41355.00,28,2.8,4.5,15
NY,Oneida,38009.00,38411.00,39684.00,37,1.1,3.3,44
NY,Onondaga,43706.00,45010.00,47034.00,17,3,4.5,16
NY,Ontario,44073.00,45771.00,47900.00,15,3.9,4.7,11
NY,Orange,43945.00,45002.00,46513.00,19,2.4,3.4,43
NY,Orleans,32889.00,33451.00,35324.00,59,1.7,5.6,2
NY,Oswego,33871.00,34978.00,36593.00,51,3.3,4.6,12
NY,Otsego,35675.00,36989.00,38293.00,43,3.7,3.5,39
NY,Putnam,54893.00,56980.00,59160.00,5,3.8,3.8,30
NY,Queens,39217.00,40397.00,42288.00,24,3,4.7,10
NY,Rensselaer,42010.00,42899.00,44823.00,20,2.1,4.5,17
NY,Richmond,45933.00,47755.00,50161.00,11,4,5,7
NY,Rockland,51460.00,52875.00,54838.00,8,2.7,3.7,33
NY,St. Lawrence,32289.00,33038.00,33882.00,61,2.3,2.6,53
NY,Saratoga,55040.00,56795.00,58979.00,6,3.2,3.8,28
NY,Schenectady,45589.00,46565.00,48206.00,13,2.1,3.5,40
NY,Schoharie,33758.00,34974.00,35998.00,57,3.6,2.9,48
NY,Schuyler,36036.00,37717.00,39124.00,40,4.7,3.7,31
NY,Seneca,33531.00,34198.00,35472.00,58,2,3.7,32
NY,Steuben,37942.00,39050.00,40243.00,33,2.9,3.1,47
NY,Suffolk,55295.00,57196.00,59484.00,4,3.4,4,27
NY,Sullivan,37447.00,39353.00,42053.00,26,5.1,6.9,1
NY,Tioga,38031.00,38617.00,40033.00,35,1.5,3.7,35
NY,Tompkins,38254.00,39139.00,41095.00,29,2.3,5,8
NY,Ulster,41131.00,42650.00,44422.00,21,3.7,4.2,23
NY,Warren,44813.00,45507.00,47429.00,16,1.5,4.2,20
NY,Washington,34424.00,35621.00,36563.00,52,3.5,2.6,52
NY,Wayne,38526.00,39358.00,41524.00,27,2.2,5.5,3
NY,Westchester,87207.00,90999.00,93229.00,2,4.3,2.5,54
NY,Wyoming,36350.00,37968.00,37941.00,47,4.5,-0.1,61
NY,Yates,34717.00,35604.00,36371.00,54,2.6,2.2,56
NC,,37798.00,39365.00,40759.00,,4.1,3.5,
NC,Alamance,33609.00,34689.00,35839.00,36,3.2,3.3,53
NC,Alexander,30060.00,31863.00,33645.00,57,6,5.6,2
NC,Alleghany,30161.00,31518.00,32712.00,66,4.5,3.8,29
NC,Anson,29174.00,30743.00,32392.00,69,5.4,5.4,3
NC,Ashe,29621.00,30546.00,31519.00,77,3.1,3.2,61
NC,Avery,28256.00,29913.00,30958.00,86,5.9,3.5,40
NC,Beaufort,36514.00,36897.00,37773.00,25,1,2.4,81
NC,Bertie,30434.00,31372.00,31749.00,76,3.1,1.2,92
NC,Bladen,30938.00,32004.00,32681.00,67,3.4,2.1,85
NC,Brunswick,34006.00,35360.00,36307.00,35,4,2.7,70
NC,Buncombe,37257.00,39340.00,40994.00,18,5.6,4.2,20
NC,Burke,28764.00,30136.00,31458.00,79,4.8,4.4,16
NC,Cabarrus,36419.00,37947.00,39640.00,22,4.2,4.5,14
NC,Caldwell,28830.00,29957.00,31263.00,81,3.9,4.4,18
NC,Camden,39819.00,39912.00,41351.00,16,0.2,3.6,36
NC,Carteret,41255.00,42804.00,44199.00,8,3.8,3.3,56
NC,Caswell,28907.00,30217.00,31184.00,82,4.5,3.2,58
NC,Catawba,36592.00,38277.00,40265.00,21,4.6,5.2,4
NC,Chatham,48354.00,51186.00,51839.00,3,5.9,1.3,91
NC,Cherokee,27206.00,27996.00,29358.00,97,2.9,4.9,6
NC,Chowan,33173.00,33822.00,34956.00,45,2,3.4,49
NC,Clay,27047.00,28898.00,30242.00,91,6.8,4.7,11
NC,Cleveland,30903.00,32148.00,33712.00,56,4,4.9,5
NC,Columbus,29746.00,29923.00,30262.00,90,0.6,1.1,93
NC,Craven,38183.00,39289.00,40555.00,19,2.9,3.2,57
NC,Cumberland,35444.00,36157.00,37611.00,28,2,4,23
NC,Currituck,38394.00,39419.00,41035.00,17,2.7,4.1,21
NC,Dare,45169.00,47033.00,48602.00,5,4.1,3.3,52
NC,Davidson,32262.00,33852.00,35073.00,44,4.9,3.6,35
NC,Davie,39058.00,40735.00,42136.00,13,4.3,3.4,42
NC,Duplin,31112.00,32419.00,32317.00,70,4.2,-0.3,95
NC,Durham,41421.00,42995.00,44507.00,6,3.8,3.5,39
NC,Edgecombe,30017.00,31387.00,32084.00,72,4.6,2.2,84
NC,Forsyth,39877.00,42335.00,43859.00,10,6.2,3.6,37
NC,Franklin,29963.00,31080.00,31852.00,74,3.7,2.5,76
NC,Gaston,34549.00,35531.00,36950.00,33,2.8,4,25
NC,Gates,31945.00,32626.00,33458.00,59,2.1,2.6,73
NC,Graham,26729.00,28213.00,29833.00,94,5.6,5.7,1
NC,Granville,32495.00,33114.00,33919.00,52,1.9,2.4,80
NC,Greene,28520.00,30260.00,30004.00,92,6.1,-0.8,99
NC,Guilford,38711.00,40321.00,41691.00,14,4.2,3.4,45
NC,Halifax,31558.00,31926.00,32947.00,62,1.2,3.2,59
NC,Harnett,29418.00,30358.00,31129.00,83,3.2,2.5,74
NC,Haywood,32473.00,33929.00,35207.00,43,4.5,3.8,30
NC,Henderson,35122.00,36336.00,37558.00,29,3.5,3.4,48
NC,Hertford,28133.00,28940.00,29808.00,95,2.9,3,67
NC,Hoke,27979.00,28503.00,29382.00,96,1.9,3.1,66
NC,Hyde,34426.00,32693.00,33724.00,55,-5,3.2,63
NC,Iredell,40359.00,42730.00,44442.00,7,5.9,4,24
NC,Jackson,28982.00,30725.00,32202.00,71,6,4.8,7
NC,Johnston,33385.00,34687.00,35533.00,40,3.9,2.4,79
NC,Jones,35540.00,37197.00,36906.00,34,4.7,-0.8,98
NC,Lee,33326.00,34271.00,35655.00,38,2.8,4,22
NC,Lenoir,35679.00,36550.00,37442.00,30,2.4,2.4,78
NC,Lincoln,35432.00,37522.00,38774.00,24,5.9,3.3,51
NC,McDowell,27965.00,29289.00,30683.00,87,4.7,4.8,9
NC,Macon,32708.00,34092.00,34896.00,46,4.2,2.4,82
NC,Madison,27549.00,28694.00,29965.00,93,4.2,4.4,15
NC,Martin,32364.00,33638.00,33532.00,58,3.9,-0.3,96
